X error [m],Y error [m],Yaw error [rad],FOV X error [m],FOV Y error [m],Full Entropy,Partial Entropy,min Info Gain,Avg Info Gain,Max Info gain,Partial IG,Percent in FOV,EER time [s]
-0.6562483019428721,0.2641270576691639,-0.21151020863777156,-0.9908709745402822,1.060511553637351,0,0,0,0,0,0,0,0
0.405607739398786,0.3421572587017203,-1.0104849711149853,-1.0236159800323013,0.018926416017689546,54.33312580073583,49.631713642422554,54.07971547518906,54.707215216140895,55.26494021977162,49.09109198676868,0,3.3619999999999983
0.6090290648543863,0.5309159401793591,-0.7704930078602497,-0.9649665034417092,-1.3237000904960432,17.48213150631784,3.15136824222113,17.672005126391817,18.036976039752318,18.594825070146893,4.269956475324462,1,3.4029999999999987
0.5663923367153136,0.21068484095989204,-0.081691145075109,-0.9347385133379126,-1.7316382075381054,33.702330696350415,15.395121001705895,34.82333550366793,35.098913673276904,35.73589081916861,15.56180762250674,0,3.3210000000000015
0.2325008280332762,0.43113121839137203,5.991732948302382,0.23129811650449034,-1.3762592387793355,18.898215028312585,5.942002951560308,13.20255646914517,15.67493996284981,21.71376343610651,6.536901954781087,0,3.307000000000002
0.5627720202257376,0.6518535236509173,-0.2893682222965288,1.3861681054632788,-1.4494346231171413,80.99433530525823,26.199461025803963,76.7958811208878,81.27629916327525,82.71528538657047,26.186287607579835,0,3.365000000000002
0.7534367695436744,0.38884152016909534,-0.17347386697956746,1.6837246953989713,-1.5728482360950162,16.610501077047914,0.11589615674122941,17.304745622438155,17.6495443495553,18.368521707292953,1.134437450580211,0,3.3560000000000016
0.47786444794545246,0.508225029045495,1.083011574508088,2.391988712988959,-1.2745829763117005,26.808787242910505,6.609481129086301,27.66092027219662,27.864891027358762,28.299556564403606,7.437198478886501,0,3.352000000000004
1.3314399161626946,1.056025216283146,1.1748549311081355,2.8701913880317753,0.18781320977485313,32.41046403189054,15.067123611317086,33.63931512836539,33.95618341811017,34.350236117991344,15.39182414589373,0,3.3730000000000047
1.8374255700560904,1.1725546051338034,0.8468184510953918,3.0950248422080415,1.0827220018793724,52.168454459550496,38.91125964707148,52.95808964089528,53.4775832196899,54.42370340978921,38.78169206499888,0,3.3599999999999994
1.8990672341102441,1.2421778442697275,0.8802535970555984,2.9125899941424604,1.2936109736113264,18.572936109647912,33.63263443236309,20.04325158498678,20.769396934885275,21.290163337975493,34.40479792041209,0,3.3800000000000026
1.6150171335156085,2.7743627807608666,0.9326546782466169,1.874994932741217,2.001073347548237,21.47894891224548,4.72162171229741,23.051482141280964,23.170087019970275,23.3276079691025,4.932761202507115,0,3.2609999999999957
0.31441820091927863,3.3250126428879874,1.047894265312842,1.004257629088639,1.3533046763164291,16.610380477679634,34.31310196389684,17.62661156640978,17.729408285401995,17.862270436030364,33.35543730763058,0,3.3669999999999973
0.5239869302113462,4.484209463696336,0.18960639741580199,0.6854508076533388,0.43356976095948063,85.71590960767531,93.55910024736559,87.42483945395252,87.57808902214646,87.67501413555276,93.30196687499236,0,3.372
-0.13499133196219293,4.007409456331074,0.06107476787258714,0.3557333862436305,-1.0236721212208293,-0.0,-0.0,1.001745160880855,1.0481421850457782,1.1893710452679578,-1.2730311272444437,0,3.2859999999999943
